year,state,num_sightings,name,region,decade,population,(num_sightings/population) * 1000,2017,breweries,per_capita_gdp_current,num_movies,Urban,Suburban,Rural
1986,AK,5,Alaska,West,1980,401851,0.01244242268900662,40,NA,21333,10,NA,NA,NA
1986,AL,1,Alabama,South,1980,3893888,2.568127280497025e-4,37,NA,21333,10,NA,NA,NA
1986,AR,2,Arkansas,South,1980,2286435,8.747241885293044e-4,36,NA,21333,10,NA,NA,NA
1986,AZ,6,Arizona,West,1980,2718215,0.0022073309138533927,120,NA,21333,10,NA,NA,NA
1986,CA,25,California,West,1980,23667902,0.001056282893177435,981,15,21333,10,NA,NA,NA
1986,CO,4,Colorado,West,1980,2889964,0.0013841002863703492,408,NA,21333,10,NA,NA,NA
1986,CT,2,Connecticut,Northeast,1980,3107576,6.43588443211043e-4,83,NA,21333,10,NA,NA,NA
1986,FL,12,Florida,South,1980,9746324,0.0012312334373451982,287,NA,21333,10,NA,NA,NA
1986,GA,6,Georgia,South,1980,5463105,0.0010982765295559944,78,NA,21333,10,NA,NA,NA
1986,HI,1,Hawaii,West,1980,964691,0.0010366013573258172,25,NA,21333,10,NA,NA,NA
1986,IA,4,Iowa,Midwest,1980,2913808,0.0013727740468829793,98,NA,21333,10,NA,NA,NA
1986,IL,3,Illinois,Midwest,1980,11426518,2.625471731633381e-4,259,NA,21333,10,NA,NA,NA
1986,IN,3,Indiana,Midwest,1980,5490224,5.464257924631126e-4,171,NA,21333,10,NA,NA,NA
1986,KS,1,Kansas,Midwest,1980,2363679,4.230692915577792e-4,49,NA,21333,10,NA,NA,NA
1986,KY,10,Kentucky,South,1980,3660777,0.0027316605190646683,63,NA,21333,10,NA,NA,NA
1986,LA,3,Louisiana,South,1980,4205900,7.13283720487886e-4,37,NA,21333,10,NA,NA,NA
1986,MA,2,Massachusetts,Northeast,1980,5737037,3.486120099974952e-4,161,NA,21333,10,NA,NA,NA
1986,MD,3,Maryland,South,1980,4216975,7.114104304625947e-4,94,NA,21333,10,NA,NA,NA
1986,MI,6,Michigan,Midwest,1980,9262078,6.478027932824578e-4,402,NA,21333,10,NA,NA,NA
1986,MO,3,Missouri,Midwest,1980,4916686,6.101670922243153e-4,131,NA,21333,10,NA,NA,NA
1986,MS,1,Mississippi,South,1980,2520638,3.967249561420561e-4,16,NA,21333,10,NA,NA,NA
1986,MT,4,Montana,West,1980,786690,0.005084594948454919,86,NA,21333,10,NA,NA,NA
1986,NC,8,North Carolina,South,1980,5881766,0.001360135714341577,287,NA,21333,10,NA,NA,NA
1986,NE,1,Nebraska,Midwest,1980,1569825,6.370136798687752e-4,49,NA,21333,10,NA,NA,NA
1986,NH,1,New Hampshire,Northeast,1980,920610,0.0010862362998446682,77,NA,21333,10,NA,NA,NA
1986,NJ,1,New Jersey,Northeast,1980,7364823,1.3578058834543612e-4,102,NA,21333,10,NA,NA,NA
1986,NM,3,New Mexico,West,1980,1302894,0.002302566440554642,91,NA,21333,10,NA,NA,NA
1986,NV,2,Nevada,West,1980,800493,0.0024984603238254427,43,NA,21333,10,NA,NA,NA
1986,NY,8,New York,Northeast,1980,17558072,4.556308915921976e-4,420,3,21333,10,NA,NA,NA
1986,OH,8,Ohio,Midwest,1980,10797630,7.4090332785991e-4,269,NA,21333,10,NA,NA,NA
1986,OK,3,Oklahoma,South,1980,3025290,9.916404708308956e-4,28,NA,21333,10,NA,NA,NA
1986,OR,3,Oregon,West,1980,2633105,0.0011393392971415877,323,5,21333,10,NA,NA,NA
1986,PA,5,Pennsylvania,Northeast,1980,11863895,4.214467508352021e-4,352,5,21333,10,NA,NA,NA
1986,SC,4,South Carolina,South,1980,3121820,0.0012813038548026472,70,NA,21333,10,NA,NA,NA
1986,TN,4,Tennessee,South,1980,4591120,8.712471031033822e-4,108,NA,21333,10,NA,NA,NA
1986,TX,14,Texas,South,1980,14229191,9.838929001655821e-4,279,4,21333,10,NA,NA,NA
1986,UT,1,Utah,West,1980,1461037,6.844453631222207e-4,36,NA,21333,10,NA,NA,NA
1986,VA,5,Virginia,South,1980,5346818,9.351356264604481e-4,238,NA,21333,10,NA,NA,NA
1986,WA,6,Washington,West,1980,4132156,0.0014520264965795096,448,4,21333,10,NA,NA,NA
1986,WI,1,Wisconsin,Midwest,1980,4705767,2.1250520903393647e-4,237,7,21333,10,NA,NA,NA
1986,WV,3,West Virginia,South,1980,1949644,0.0015387424575973871,24,NA,21333,10,NA,NA,NA
1987,AK,3,Alaska,West,1980,401851,0.007465453613403973,40,NA,22729,10,NA,NA,NA
1987,AL,3,Alabama,South,1980,3893888,7.704381841491076e-4,37,NA,22729,10,NA,NA,NA
1987,AR,7,Arkansas,South,1980,2286435,0.0030615346598525653,36,NA,22729,10,NA,NA,NA
1987,AZ,8,Arizona,West,1980,2718215,0.002943107885137857,120,NA,22729,10,NA,NA,NA
1987,CA,23,California,West,1980,23667902,9.717802617232402e-4,981,23,22729,10,NA,NA,NA
1987,CO,5,Colorado,West,1980,2889964,0.0017301253579629365,408,NA,22729,10,NA,NA,NA
1987,CT,3,Connecticut,Northeast,1980,3107576,9.653826648165644e-4,83,NA,22729,10,NA,NA,NA
1987,FL,12,Florida,South,1980,9746324,0.0012312334373451982,287,NA,22729,10,NA,NA,NA
1987,GA,3,Georgia,South,1980,5463105,5.491382647779972e-4,78,NA,22729,10,NA,NA,NA
1987,IA,1,Iowa,Midwest,1980,2913808,3.431935117207448e-4,98,NA,22729,10,NA,NA,NA
1987,IL,9,Illinois,Midwest,1980,11426518,7.876415194900144e-4,259,NA,22729,10,NA,NA,NA
1987,IN,5,Indiana,Midwest,1980,5490224,9.107096541051878e-4,171,NA,22729,10,NA,NA,NA
1987,KS,6,Kansas,Midwest,1980,2363679,0.0025384157493466755,49,NA,22729,10,NA,NA,NA
1987,KY,4,Kentucky,South,1980,3660777,0.0010926642076258674,63,NA,22729,10,NA,NA,NA
1987,LA,1,Louisiana,South,1980,4205900,2.3776124016262868e-4,37,NA,22729,10,NA,NA,NA
1987,MA,7,Massachusetts,Northeast,1980,5737037,0.0012201420349912332,161,3,22729,10,NA,NA,NA
1987,MD,2,Maryland,South,1980,4216975,4.7427362030839644e-4,94,NA,22729,10,NA,NA,NA
1987,ME,3,Maine,Northeast,1980,1124660,0.002667472836234951,109,NA,22729,10,NA,NA,NA
1987,MI,5,Michigan,Midwest,1980,9262078,5.398356610687148e-4,402,NA,22729,10,NA,NA,NA
1987,MN,4,Minnesota,Midwest,1980,4075970,9.813614918657398e-4,183,4,22729,10,NA,NA,NA
1987,MO,7,Missouri,Midwest,1980,4916686,0.0014237232151900691,131,NA,22729,10,NA,NA,NA
1987,MS,3,Mississippi,South,1980,2520638,0.0011901748684261682,16,NA,22729,10,NA,NA,NA
1987,MT,2,Montana,West,1980,786690,0.0025422974742274596,86,NA,22729,10,NA,NA,NA
1987,NC,8,North Carolina,South,1980,5881766,0.001360135714341577,287,NA,22729,10,NA,NA,NA
1987,NE,1,Nebraska,Midwest,1980,1569825,6.370136798687752e-4,49,NA,22729,10,NA,NA,NA
1987,NH,3,New Hampshire,Northeast,1980,920610,0.003258708899534005,77,NA,22729,10,NA,NA,NA
1987,NJ,4,New Jersey,Northeast,1980,7364823,5.431223533817445e-4,102,NA,22729,10,NA,NA,NA
1987,NM,2,New Mexico,West,1980,1302894,0.0015350442937030948,91,NA,22729,10,NA,NA,NA
1987,NV,5,Nevada,West,1980,800493,0.006246150809563607,43,NA,22729,10,NA,NA,NA
1987,NY,17,New York,Northeast,1980,17558072,9.682156446334198e-4,420,4,22729,10,NA,NA,NA
1987,OH,6,Ohio,Midwest,1980,10797630,5.556774958949325e-4,269,NA,22729,10,NA,NA,NA
1987,OK,3,Oklahoma,South,1980,3025290,9.916404708308956e-4,28,NA,22729,10,NA,NA,NA
1987,OR,5,Oregon,West,1980,2633105,0.0018988988285693125,323,8,22729,10,NA,NA,NA
1987,PA,3,Pennsylvania,Northeast,1980,11863895,2.5286805050112125e-4,352,6,22729,10,NA,NA,NA
1987,RI,1,Rhode Island,Northeast,1980,947154,0.0010557945170479141,19,NA,22729,10,NA,NA,NA
1987,SD,1,South Dakota,Midwest,1980,690768,0.0014476640492900657,23,NA,22729,10,NA,NA,NA
1987,TN,2,Tennessee,South,1980,4591120,4.356235515516911e-4,108,NA,22729,10,NA,NA,NA
1987,TX,16,Texas,South,1980,14229191,0.0011244490287606653,279,4,22729,10,NA,NA,NA
1987,UT,2,Utah,West,1980,1461037,0.0013688907262444413,36,NA,22729,10,NA,NA,NA
1987,VA,2,Virginia,South,1980,5346818,3.7405425058417924e-4,238,NA,22729,10,NA,NA,NA
1987,VT,2,Vermont,Northeast,1980,511456,0.003910404805105424,76,NA,22729,10,NA,NA,NA
1987,WA,6,Washington,West,1980,4132156,0.0014520264965795096,448,4,22729,10,NA,NA,NA
1987,WI,11,Wisconsin,Midwest,1980,4705767,0.002337557299373301,237,10,22729,10,NA,NA,NA
1987,WV,1,West Virginia,South,1980,1949644,5.129141525324624e-4,24,NA,22729,10,NA,NA,NA
1987,WY,1,Wyoming,West,1980,469557,0.0021296668988003585,36,NA,22729,10,NA,NA,NA
1988,AK,2,Alaska,West,1980,401851,0.004976969075602649,40,NA,24818,12,NA,NA,NA
1988,AL,2,Alabama,South,1980,3893888,5.13625456099405e-4,37,NA,24818,12,NA,NA,NA
1988,AR,4,Arkansas,South,1980,2286435,0.0017494483770586087,36,NA,24818,12,NA,NA,NA
1988,AZ,9,Arizona,West,1980,2718215,0.0033109963707800894,120,NA,24818,12,NA,NA,NA
1988,CA,28,California,West,1980,23667902,0.001183036840358727,981,39,24818,12,NA,NA,NA
1988,CO,4,Colorado,West,1980,2889964,0.0013841002863703492,408,3,24818,12,NA,NA,NA
1988,CT,4,Connecticut,Northeast,1980,3107576,0.001287176886422086,83,NA,24818,12,NA,NA,NA
1988,DE,1,Delaware,South,1980,594338,0.001682544276152627,27,NA,24818,12,NA,NA,NA
1988,FL,13,Florida,South,1980,9746324,0.0013338362237906311,287,3,24818,12,NA,NA,NA
1988,GA,3,Georgia,South,1980,5463105,5.491382647779972e-4,78,NA,24818,12,NA,NA,NA
1988,HI,1,Hawaii,West,1980,964691,0.0010366013573258172,25,NA,24818,12,NA,NA,NA
1988,IL,8,Illinois,Midwest,1980,11426518,7.00125795102235e-4,259,4,24818,12,NA,NA,NA
1988,IN,3,Indiana,Midwest,1980,5490224,5.464257924631126e-4,171,NA,24818,12,NA,NA,NA
1988,KY,4,Kentucky,South,1980,3660777,0.0010926642076258674,63,NA,24818,12,NA,NA,NA
1988,LA,6,Louisiana,South,1980,4205900,0.001426567440975772,37,NA,24818,12,NA,NA,NA
1988,MA,5,Massachusetts,Northeast,1980,5737037,8.715300249937381e-4,161,3,24818,12,NA,NA,NA
1988,MD,2,Maryland,South,1980,4216975,4.7427362030839644e-4,94,NA,24818,12,NA,NA,NA
1988,ME,4,Maine,Northeast,1980,1124660,0.003556630448313268,109,NA,24818,12,NA,NA,NA
1988,MI,6,Michigan,Midwest,1980,9262078,6.478027932824578e-4,402,3,24818,12,NA,NA,NA
1988,MN,5,Minnesota,Midwest,1980,4075970,0.001226701864832175,183,5,24818,12,NA,NA,NA
1988,MO,10,Missouri,Midwest,1980,4916686,0.0020338903074143843,131,NA,24818,12,NA,NA,NA
1988,MS,3,Mississippi,South,1980,2520638,0.0011901748684261682,16,NA,24818,12,NA,NA,NA
1988,NC,5,North Carolina,South,1980,5881766,8.500848214634856e-4,287,NA,24818,12,NA,NA,NA
1988,NE,1,Nebraska,Midwest,1980,1569825,6.370136798687752e-4,49,NA,24818,12,NA,NA,NA
1988,NH,3,New Hampshire,Northeast,1980,920610,0.003258708899534005,77,NA,24818,12,NA,NA,NA
1988,NJ,6,New Jersey,Northeast,1980,7364823,8.146835300726168e-4,102,NA,24818,12,NA,NA,NA
1988,NM,8,New Mexico,West,1980,1302894,0.006140177174812379,91,NA,24818,12,NA,NA,NA
1988,NV,4,Nevada,West,1980,800493,0.004996920647650885,43,NA,24818,12,NA,NA,NA
1988,NY,19,New York,Northeast,1980,17558072,0.0010821233675314692,420,5,24818,12,NA,NA,NA
1988,OH,10,Ohio,Midwest,1980,10797630,9.261291598248875e-4,269,3,24818,12,NA,NA,NA
1988,OK,6,Oklahoma,South,1980,3025290,0.001983280941661791,28,NA,24818,12,NA,NA,NA
1988,OR,1,Oregon,West,1980,2633105,3.7977976571386255e-4,323,13,24818,12,NA,NA,NA
1988,PA,8,Pennsylvania,Northeast,1980,11863895,6.743148013363234e-4,352,6,24818,12,NA,NA,NA
1988,SC,5,South Carolina,South,1980,3121820,0.0016016298185033088,70,NA,24818,12,NA,NA,NA
1988,TX,15,Texas,South,1980,14229191,0.0010541709644631236,279,5,24818,12,NA,NA,NA
1988,UT,1,Utah,West,1980,1461037,6.844453631222207e-4,36,NA,24818,12,NA,NA,NA
1988,VA,5,Virginia,South,1980,5346818,9.351356264604481e-4,238,NA,24818,12,NA,NA,NA
1988,VT,2,Vermont,Northeast,1980,511456,0.003910404805105424,76,NA,24818,12,NA,NA,NA
1988,WA,10,Washington,West,1980,4132156,0.0024200441609658493,448,7,24818,12,NA,NA,NA
1988,WI,5,Wisconsin,Midwest,1980,4705767,0.0010625260451696823,237,12,24818,12,NA,NA,NA
1988,WV,3,West Virginia,South,1980,1949644,0.0015387424575973871,24,NA,24818,12,NA,NA,NA
1989,AK,2,Alaska,West,1980,401851,0.004976969075602649,40,NA,26884,8,NA,NA,NA
1989,AL,1,Alabama,South,1980,3893888,2.568127280497025e-4,37,NA,26884,8,NA,NA,NA
1989,AR,3,Arkansas,South,1980,2286435,0.0013120862827939565,36,NA,26884,8,NA,NA,NA
1989,AZ,11,Arizona,West,1980,2718215,0.004046773342064553,120,6,26884,8,NA,NA,NA
1989,CA,29,California,West,1980,23667902,0.0012252881560858245,981,50,26884,8,NA,NA,NA
1989,CO,6,Colorado,West,1980,2889964,0.0020761504295555237,408,7,26884,8,NA,NA,NA
1989,CT,5,Connecticut,Northeast,1980,3107576,0.0016089711080276073,83,NA,26884,8,NA,NA,NA
1989,DE,1,Delaware,South,1980,594338,0.001682544276152627,27,NA,26884,8,NA,NA,NA
1989,FL,16,Florida,South,1980,9746324,0.0016416445831269307,287,6,26884,8,NA,NA,NA
1989,GA,4,Georgia,South,1980,5463105,7.321843530373295e-4,78,NA,26884,8,NA,NA,NA
1989,HI,1,Hawaii,West,1980,964691,0.0010366013573258172,25,NA,26884,8,NA,NA,NA
1989,IA,5,Iowa,Midwest,1980,2913808,0.001715967558603724,98,NA,26884,8,NA,NA,NA
1989,ID,3,Idaho,West,1980,943935,0.003178184938581576,68,3,26884,8,NA,NA,NA
1989,IL,14,Illinois,Midwest,1980,11426518,0.0012252201414289113,259,5,26884,8,NA,NA,NA
1989,IN,2,Indiana,Midwest,1980,5490224,3.642838616420751e-4,171,4,26884,8,NA,NA,NA
1989,KS,2,Kansas,Midwest,1980,2363679,8.461385831155584e-4,49,NA,26884,8,NA,NA,NA
1989,KY,3,Kentucky,South,1980,3660777,8.194981557194006e-4,63,NA,26884,8,NA,NA,NA
1989,LA,4,Louisiana,South,1980,4205900,9.510449606505147e-4,37,NA,26884,8,NA,NA,NA
1989,MA,2,Massachusetts,Northeast,1980,5737037,3.486120099974952e-4,161,5,26884,8,NA,NA,NA
1989,MD,5,Maryland,South,1980,4216975,0.0011856840507709911,94,3,26884,8,NA,NA,NA
1989,ME,4,Maine,Northeast,1980,1124660,0.003556630448313268,109,NA,26884,8,NA,NA,NA
1989,MI,3,Michigan,Midwest,1980,9262078,3.239013966412289e-4,402,3,26884,8,NA,NA,NA
1989,MO,9,Missouri,Midwest,1980,4916686,0.0018305012766729458,131,NA,26884,8,NA,NA,NA
1989,MS,5,Mississippi,South,1980,2520638,0.0019836247807102805,16,NA,26884,8,NA,NA,NA
1989,MT,1,Montana,West,1980,786690,0.0012711487371137298,86,NA,26884,8,NA,NA,NA
1989,NC,12,North Carolina,South,1980,5881766,0.0020402035715123656,287,6,26884,8,NA,NA,NA
1989,NH,2,New Hampshire,Northeast,1980,920610,0.0021724725996893363,77,NA,26884,8,NA,NA,NA
1989,NJ,6,New Jersey,Northeast,1980,7364823,8.146835300726168e-4,102,NA,26884,8,NA,NA,NA
1989,NM,4,New Mexico,West,1980,1302894,0.0030700885874061896,91,NA,26884,8,NA,NA,NA
1989,NV,2,Nevada,West,1980,800493,0.0024984603238254427,43,NA,26884,8,NA,NA,NA
1989,NY,19,New York,Northeast,1980,17558072,0.0010821233675314692,420,6,26884,8,NA,NA,NA
1989,OH,5,Ohio,Midwest,1980,10797630,4.6306457991244376e-4,269,5,26884,8,NA,NA,NA
1989,OK,6,Oklahoma,South,1980,3025290,0.001983280941661791,28,NA,26884,8,NA,NA,NA
1989,OR,7,Oregon,West,1980,2633105,0.0026584583599970377,323,15,26884,8,NA,NA,NA
1989,PA,5,Pennsylvania,Northeast,1980,11863895,4.214467508352021e-4,352,8,26884,8,NA,NA,NA
1989,RI,1,Rhode Island,Northeast,1980,947154,0.0010557945170479141,19,NA,26884,8,NA,NA,NA
1989,SC,3,South Carolina,South,1980,3121820,9.609778911019855e-4,70,NA,26884,8,NA,NA,NA
1989,TN,6,Tennessee,South,1980,4591120,0.0013068706546550733,108,NA,26884,8,NA,NA,NA
1989,TX,15,Texas,South,1980,14229191,0.0010541709644631236,279,7,26884,8,NA,NA,NA
1989,UT,2,Utah,West,1980,1461037,0.0013688907262444413,36,NA,26884,8,NA,NA,NA
1989,VA,6,Virginia,South,1980,5346818,0.0011221627517525377,238,NA,26884,8,NA,NA,NA
1989,VT,1,Vermont,Northeast,1980,511456,0.001955202402552712,76,3,26884,8,NA,NA,NA
1989,WA,6,Washington,West,1980,4132156,0.0014520264965795096,448,8,26884,8,NA,NA,NA
1989,WI,5,Wisconsin,Midwest,1980,4705767,0.0010625260451696823,237,14,26884,8,NA,NA,NA
1989,WV,4,West Virginia,South,1980,1949644,0.0020516566101298496,24,NA,26884,8,NA,NA,NA
1989,WY,3,Wyoming,West,1980,469557,0.006389000696401076,36,NA,26884,8,NA,NA,NA
1990,AK,3,Alaska,West,1990,550043,0.005454119041602202,40,NA,29218,7,NA,NA,NA
1990,AR,2,Arkansas,South,1990,2350725,8.508013485201374e-4,36,NA,29218,7,NA,NA,NA
1990,AZ,7,Arizona,West,1990,3665228,0.0019098402609605734,120,8,29218,7,NA,NA,NA
1990,CA,44,California,West,1990,29760021,0.0014784935803640732,981,67,29218,7,NA,NA,NA
1990,CO,4,Colorado,West,1990,3294394,0.0012141838529331952,408,11,29218,7,NA,NA,NA
1990,CT,2,Connecticut,Northeast,1990,3287116,6.084360880480032e-4,83,NA,29218,7,NA,NA,NA
1990,DE,4,Delaware,South,1990,666168,0.006004491359536934,27,NA,29218,7,NA,NA,NA
1990,FL,8,Florida,South,1990,12937926,6.183371276045326e-4,287,7,29218,7,NA,NA,NA
1990,GA,5,Georgia,South,1990,6478216,7.718174262790867e-4,78,NA,29218,7,NA,NA,NA
1990,HI,1,Hawaii,West,1990,1108229,9.023405812336621e-4,25,NA,29218,7,NA,NA,NA
1990,IA,2,Iowa,Midwest,1990,2776755,7.202652016472465e-4,98,NA,29218,7,NA,NA,NA
1990,ID,1,Idaho,West,1990,1006749,9.932962436515955e-4,68,3,29218,7,NA,NA,NA
1990,IL,8,Illinois,Midwest,1990,11430602,6.998756495939584e-4,259,6,29218,7,NA,NA,NA
1990,IN,8,Indiana,Midwest,1990,5544159,0.0014429600594066656,171,4,29218,7,NA,NA,NA
1990,KS,1,Kansas,Midwest,1990,2477574,4.0362063857628467e-4,49,NA,29218,7,NA,NA,NA
1990,KY,1,Kentucky,South,1990,3685296,2.7134862437101385e-4,63,NA,29218,7,NA,NA,NA
1990,LA,4,Louisiana,South,1990,4219973,9.47873363170807e-4,37,NA,29218,7,NA,NA,NA
1990,MA,7,Massachusetts,Northeast,1990,6016425,0.0011634816356889681,161,5,29218,7,NA,NA,NA
1990,MD,8,Maryland,South,1990,4781468,0.0016731263285668751,94,3,29218,7,NA,NA,NA
1990,ME,3,Maine,Northeast,1990,1227928,0.0024431399886638305,109,NA,29218,7,NA,NA,NA
1990,MI,9,Michigan,Midwest,1990,9295297,9.682315691472795e-4,402,3,29218,7,NA,NA,NA
1990,MN,5,Minnesota,Midwest,1990,4375099,0.0011428312822178424,183,7,29218,7,NA,NA,NA
1990,MO,3,Missouri,Midwest,1990,5117073,5.862726601711564e-4,131,NA,29218,7,NA,NA,NA
1990,MT,4,Montana,West,1990,799065,0.005005850587874579,86,3,29218,7,NA,NA,NA
1990,NC,5,North Carolina,South,1990,6628637,7.543028830813936e-4,287,8,29218,7,NA,NA,NA
1990,ND,1,North Dakota,Midwest,1990,638800,0.0015654351909830933,17,NA,29218,7,NA,NA,NA
1990,NE,3,Nebraska,Midwest,1990,1578385,0.0019006769577764615,49,NA,29218,7,NA,NA,NA
1990,NH,2,New Hampshire,Northeast,1990,1109252,0.0018030168077226814,77,NA,29218,7,NA,NA,NA
1990,NJ,6,New Jersey,Northeast,1990,7730188,7.761777591955072e-4,102,NA,29218,7,NA,NA,NA
1990,NM,3,New Mexico,West,1990,1515069,0.001980107836672785,91,NA,29218,7,NA,NA,NA
1990,NV,3,Nevada,West,1990,1201833,0.002496187074244092,43,NA,29218,7,NA,NA,NA
1990,NY,13,New York,Northeast,1990,17990455,7.226054038099647e-4,420,8,29218,7,NA,NA,NA
1990,OH,5,Ohio,Midwest,1990,10847115,4.609520596029451e-4,269,6,29218,7,NA,NA,NA
1990,OK,4,Oklahoma,South,1990,3145585,0.0012716235612771551,28,NA,29218,7,NA,NA,NA
1990,OR,6,Oregon,West,1990,2842321,0.002110950874303078,323,21,29218,7,NA,NA,NA
1990,PA,7,Pennsylvania,Northeast,1990,11881643,5.891441107934316e-4,352,11,29218,7,NA,NA,NA
1990,RI,1,Rhode Island,Northeast,1990,1003464,9.965479578739247e-4,19,NA,29218,7,NA,NA,NA
1990,SC,2,South Carolina,South,1990,3486703,5.736077893643364e-4,70,NA,29218,7,NA,NA,NA
1990,TN,5,Tennessee,South,1990,4877185,0.0010251815340201365,108,NA,29218,7,NA,NA,NA
1990,TX,15,Texas,South,1990,16986510,8.830536702359697e-4,279,8,29218,7,NA,NA,NA
1990,UT,2,Utah,West,1990,1722850,0.0011608671677743275,36,NA,29218,7,NA,NA,NA
1990,VA,5,Virginia,South,1990,6187358,8.080993535528411e-4,238,4,29218,7,NA,NA,NA
1990,WA,9,Washington,West,1990,4866692,0.0018493054419716718,448,10,29218,7,NA,NA,NA
1990,WI,9,Wisconsin,Midwest,1990,4891769,0.001839825224780647,237,17,29218,7,NA,NA,NA
1991,AR,4,Arkansas,South,1990,2350725,0.0017016026970402749,36,NA,30224,6,NA,NA,NA
1991,AZ,8,Arizona,West,1990,3665228,0.0021826745839549407,120,8,30224,6,NA,NA,NA
1991,CA,27,California,West,1990,29760021,9.072574243143175e-4,981,76,30224,6,NA,NA,NA
1991,CO,6,Colorado,West,1990,3294394,0.0018212757793997926,408,22,30224,6,NA,NA,NA
1991,CT,3,Connecticut,Northeast,1990,3287116,9.126541320720049e-4,83,NA,30224,6,NA,NA,NA
1991,DE,1,Delaware,South,1990,666168,0.0015011228398842335,27,NA,30224,6,NA,NA,NA
1991,FL,8,Florida,South,1990,12937926,6.183371276045326e-4,287,13,30224,6,NA,NA,NA
1991,GA,7,Georgia,South,1990,6478216,0.0010805443967907213,78,NA,30224,6,NA,NA,NA
1991,HI,1,Hawaii,West,1990,1108229,9.023405812336621e-4,25,NA,30224,6,NA,NA,NA
1991,IA,1,Iowa,Midwest,1990,2776755,3.6013260082362326e-4,98,4,30224,6,NA,NA,NA
1991,ID,5,Idaho,West,1990,1006749,0.004966481218257977,68,5,30224,6,NA,NA,NA
1991,IL,6,Illinois,Midwest,1990,11430602,5.249067371954687e-4,259,9,30224,6,NA,NA,NA
1991,IN,5,Indiana,Midwest,1990,5544159,9.01850037129166e-4,171,5,30224,6,NA,NA,NA
1991,KS,3,Kansas,Midwest,1990,2477574,0.0012108619157288542,49,NA,30224,6,NA,NA,NA
1991,KY,6,Kentucky,South,1990,3685296,0.0016280917462260832,63,NA,30224,6,NA,NA,NA
1991,MA,3,Massachusetts,Northeast,1990,6016425,4.986349867238434e-4,161,6,30224,6,NA,NA,NA
1991,MD,2,Maryland,South,1990,4781468,4.182815821417188e-4,94,4,30224,6,NA,NA,NA
1991,ME,1,Maine,Northeast,1990,1227928,8.143799962212769e-4,109,3,30224,6,NA,NA,NA
1991,MI,17,Michigan,Midwest,1990,9295297,0.00182888185283375,402,3,30224,6,NA,NA,NA
1991,MN,4,Minnesota,Midwest,1990,4375099,9.142650257742739e-4,183,8,30224,6,NA,NA,NA
1991,MO,5,Missouri,Midwest,1990,5117073,9.771211002852608e-4,131,3,30224,6,NA,NA,NA
1991,MS,2,Mississippi,South,1990,2573216,7.772375113476677e-4,16,NA,30224,6,NA,NA,NA
1991,MT,2,Montana,West,1990,799065,0.0025029252939372895,86,5,30224,6,NA,NA,NA
1991,NC,5,North Carolina,South,1990,6628637,7.543028830813936e-4,287,11,30224,6,NA,NA,NA
1991,ND,1,North Dakota,Midwest,1990,638800,0.0015654351909830933,17,NA,30224,6,NA,NA,NA
1991,NE,2,Nebraska,Midwest,1990,1578385,0.0012671179718509742,49,NA,30224,6,NA,NA,NA
1991,NH,4,New Hampshire,Northeast,1990,1109252,0.003606033615445363,77,NA,30224,6,NA,NA,NA
1991,NJ,7,New Jersey,Northeast,1990,7730188,9.055407190614252e-4,102,NA,30224,6,NA,NA,NA
1991,NM,9,New Mexico,West,1990,1515069,0.005940323510018356,91,3,30224,6,NA,NA,NA
1991,NV,4,Nevada,West,1990,1201833,0.0033282494323254564,43,NA,30224,6,NA,NA,NA
1991,NY,18,New York,Northeast,1990,17990455,0.0010005305591214897,420,13,30224,6,NA,NA,NA
1991,OH,6,Ohio,Midwest,1990,10847115,5.531424715235342e-4,269,9,30224,6,NA,NA,NA
1991,OK,1,Oklahoma,South,1990,3145585,3.179058903192888e-4,28,NA,30224,6,NA,NA,NA
1991,OR,5,Oregon,West,1990,2842321,0.0017591257285858985,323,26,30224,6,NA,NA,NA
1991,PA,10,Pennsylvania,Northeast,1990,11881643,8.416344439906165e-4,352,12,30224,6,NA,NA,NA
1991,SC,5,South Carolina,South,1990,3486703,0.0014340194734108413,70,NA,30224,6,NA,NA,NA
1991,TN,5,Tennessee,South,1990,4877185,0.0010251815340201365,108,NA,30224,6,NA,NA,NA
1991,TX,16,Texas,South,1990,16986510,9.419239149183676e-4,279,7,30224,6,NA,NA,NA
1991,UT,1,Utah,West,1990,1722850,5.804335838871638e-4,36,3,30224,6,NA,NA,NA
1991,VA,2,Virginia,South,1990,6187358,3.2323974142113647e-4,238,5,30224,6,NA,NA,NA
1991,WA,7,Washington,West,1990,4866692,0.001438348677089078,448,13,30224,6,NA,NA,NA
1991,WI,2,Wisconsin,Midwest,1990,4891769,4.088500499512549e-4,237,18,30224,6,NA,NA,NA
1992,AL,4,Alabama,South,1990,4040587,9.89955172354908e-4,37,NA,31183,4,NA,NA,NA
1992,AR,1,Arkansas,South,1990,2350725,4.254006742600687e-4,36,NA,31183,4,NA,NA,NA
1992,AZ,3,Arizona,West,1990,3665228,8.185029689831028e-4,120,7,31183,4,NA,NA,NA
1992,CA,36,California,West,1990,29760021,0.0012096765657524234,981,93,31183,4,NA,NA,NA
1992,CO,3,Colorado,West,1990,3294394,9.106378896998963e-4,408,27,31183,4,NA,NA,NA
1992,CT,4,Connecticut,Northeast,1990,3287116,0.0012168721760960064,83,NA,31183,4,NA,NA,NA
1992,FL,14,Florida,South,1990,12937926,0.001082089973307932,287,17,31183,4,NA,NA,NA
