year,state,sightings_year,breweries,per_capita_gdp_current,num_movies,Urban,Suburban,Rural
1990,TX,15,8,29218,7,NA,NA,NA
1990,UT,2,NA,29218,7,NA,NA,NA
1990,VA,5,4,29218,7,NA,NA,NA
1990,WA,9,10,29218,7,NA,NA,NA
1990,WI,9,17,29218,7,NA,NA,NA
1991,AR,4,NA,30224,6,NA,NA,NA
1991,AZ,8,8,30224,6,NA,NA,NA
1991,CA,27,76,30224,6,NA,NA,NA
1991,CO,6,22,30224,6,NA,NA,NA
1991,CT,3,NA,30224,6,NA,NA,NA
1991,DE,1,NA,30224,6,NA,NA,NA
1991,FL,8,13,30224,6,NA,NA,NA
1991,GA,7,NA,30224,6,NA,NA,NA
1991,HI,1,NA,30224,6,NA,NA,NA
1991,IA,1,4,30224,6,NA,NA,NA
1991,ID,5,5,30224,6,NA,NA,NA
1991,IL,6,9,30224,6,NA,NA,NA
1991,IN,5,5,30224,6,NA,NA,NA
1991,KS,3,NA,30224,6,NA,NA,NA
1991,KY,6,NA,30224,6,NA,NA,NA
1991,MA,3,6,30224,6,NA,NA,NA
1991,MD,2,4,30224,6,NA,NA,NA
1991,ME,1,3,30224,6,NA,NA,NA
1991,MI,17,3,30224,6,NA,NA,NA
1991,MN,4,8,30224,6,NA,NA,NA
1991,MO,5,3,30224,6,NA,NA,NA
1991,MS,2,NA,30224,6,NA,NA,NA
1991,MT,2,5,30224,6,NA,NA,NA
1991,NC,5,11,30224,6,NA,NA,NA
1991,ND,1,NA,30224,6,NA,NA,NA
1991,NE,2,NA,30224,6,NA,NA,NA
1991,NH,4,NA,30224,6,NA,NA,NA
1991,NJ,7,NA,30224,6,NA,NA,NA
1991,NM,9,3,30224,6,NA,NA,NA
1991,NV,4,NA,30224,6,NA,NA,NA
1991,NY,18,13,30224,6,NA,NA,NA
1991,OH,6,9,30224,6,NA,NA,NA
1991,OK,1,NA,30224,6,NA,NA,NA
1991,OR,5,26,30224,6,NA,NA,NA
1991,PA,10,12,30224,6,NA,NA,NA
1991,SC,5,NA,30224,6,NA,NA,NA
1991,TN,5,NA,30224,6,NA,NA,NA
1991,TX,16,7,30224,6,NA,NA,NA
1991,UT,1,3,30224,6,NA,NA,NA
1991,VA,2,5,30224,6,NA,NA,NA
1991,WA,7,13,30224,6,NA,NA,NA
1991,WI,2,18,30224,6,NA,NA,NA
1992,AL,4,NA,31183,4,NA,NA,NA
1992,AR,1,NA,31183,4,NA,NA,NA
1992,AZ,3,7,31183,4,NA,NA,NA
1992,CA,36,93,31183,4,NA,NA,NA
1992,CO,3,27,31183,4,NA,NA,NA
1992,CT,4,NA,31183,4,NA,NA,NA
1992,FL,14,17,31183,4,NA,NA,NA
1992,GA,4,NA,31183,4,NA,NA,NA
1992,HI,2,NA,31183,4,NA,NA,NA
1992,IA,3,5,31183,4,NA,NA,NA
1992,ID,7,8,31183,4,NA,NA,NA
1992,IL,11,12,31183,4,NA,NA,NA
1992,IN,1,6,31183,4,NA,NA,NA
1992,KS,1,NA,31183,4,NA,NA,NA
1992,KY,3,NA,31183,4,NA,NA,NA
1992,LA,2,3,31183,4,NA,NA,NA
1992,MA,5,9,31183,4,NA,NA,NA
1992,MD,3,5,31183,4,NA,NA,NA
1992,ME,6,5,31183,4,NA,NA,NA
1992,MI,4,4,31183,4,NA,NA,NA
1992,MN,6,8,31183,4,NA,NA,NA
1992,MO,4,4,31183,4,NA,NA,NA
1992,MS,2,NA,31183,4,NA,NA,NA
1992,MT,2,7,31183,4,NA,NA,NA
1992,NC,5,12,31183,4,NA,NA,NA
1992,NE,1,5,31183,4,NA,NA,NA
1992,NH,4,3,31183,4,NA,NA,NA
1992,NJ,5,NA,31183,4,NA,NA,NA
1992,NM,4,5,31183,4,NA,NA,NA
1992,NV,5,NA,31183,4,NA,NA,NA
1992,NY,16,16,31183,4,NA,NA,NA
1992,OH,9,12,31183,4,NA,NA,NA
1992,OK,2,NA,31183,4,NA,NA,NA
1992,OR,4,30,31183,4,NA,NA,NA
1992,PA,12,12,31183,4,NA,NA,NA
1992,SC,3,NA,31183,4,NA,NA,NA
1992,SD,2,NA,31183,4,NA,NA,NA
1992,TN,4,3,31183,4,NA,NA,NA
1992,TX,19,8,31183,4,NA,NA,NA
1992,UT,3,4,31183,4,NA,NA,NA
1992,VA,8,7,31183,4,NA,NA,NA
1992,VT,1,6,31183,4,NA,NA,NA
1992,WA,9,15,31183,4,NA,NA,NA
1992,WI,6,19,31183,4,NA,NA,NA
1992,WV,2,NA,31183,4,NA,NA,NA
1992,WY,1,NA,31183,4,NA,NA,NA
1993,AK,1,3,31319,8,NA,NA,NA
1993,AL,3,NA,31319,8,NA,NA,NA
1993,AR,2,NA,31319,8,NA,NA,NA
1993,AZ,13,7,31319,8,NA,NA,NA
1993,CA,46,115,31319,8,NA,NA,NA
1993,CO,7,38,31319,8,NA,NA,NA
1993,CT,4,NA,31319,8,NA,NA,NA
1993,DE,2,NA,31319,8,NA,NA,NA
1993,FL,9,22,31319,8,NA,NA,NA
1993,GA,2,NA,31319,8,NA,NA,NA
1993,HI,6,NA,31319,8,NA,NA,NA
1993,IA,2,6,31319,8,NA,NA,NA
1993,ID,1,10,31319,8,NA,NA,NA
1993,IL,1,16,31319,8,NA,NA,NA
1993,IN,11,7,31319,8,NA,NA,NA
1993,KS,3,5,31319,8,NA,NA,NA
1993,KY,6,3,31319,8,NA,NA,NA
1993,LA,4,4,31319,8,NA,NA,NA
1993,MA,6,9,31319,8,NA,NA,NA
1993,MD,6,7,31319,8,NA,NA,NA
1993,ME,3,8,31319,8,NA,NA,NA
1993,MI,6,6,31319,8,NA,NA,NA
1993,MN,4,9,31319,8,NA,NA,NA
1993,MO,5,5,31319,8,NA,NA,NA
1993,MS,6,NA,31319,8,NA,NA,NA
1993,MT,5,10,31319,8,NA,NA,NA
1993,NC,8,14,31319,8,NA,NA,NA
1993,NE,3,6,31319,8,NA,NA,NA
1993,NH,2,4,31319,8,NA,NA,NA
1993,NJ,3,NA,31319,8,NA,NA,NA
1993,NM,5,8,31319,8,NA,NA,NA
1993,NV,3,3,31319,8,NA,NA,NA
1993,NY,22,20,31319,8,NA,NA,NA
1993,OH,14,15,31319,8,NA,NA,NA
1993,OK,3,4,31319,8,NA,NA,NA
1993,OR,4,37,31319,8,NA,NA,NA
1993,PA,8,12,31319,8,NA,NA,NA
1993,RI,1,NA,31319,8,NA,NA,NA
1993,SC,3,NA,31319,8,NA,NA,NA
1993,SD,1,NA,31319,8,NA,NA,NA
1993,TN,4,5,31319,8,NA,NA,NA
1993,TX,19,11,31319,8,NA,NA,NA
1993,UT,2,4,31319,8,NA,NA,NA
1993,VA,7,12,31319,8,NA,NA,NA
1993,VT,2,7,31319,8,NA,NA,NA
1993,WA,21,21,31319,8,NA,NA,NA
1993,WI,7,23,31319,8,NA,NA,NA
1993,WY,4,NA,31319,8,NA,NA,NA
1994,AK,2,3,31490,6,NA,NA,NA
1994,AL,8,NA,31490,6,NA,NA,NA
1994,AR,5,3,31490,6,NA,NA,NA
1994,AZ,11,11,31490,6,NA,NA,NA
1994,CA,70,127,31490,6,NA,NA,NA
1994,CO,5,51,31490,6,NA,NA,NA
1994,CT,4,NA,31490,6,NA,NA,NA
1994,DE,1,NA,31490,6,NA,NA,NA
1994,FL,22,27,31490,6,NA,NA,NA
1994,GA,5,3,31490,6,NA,NA,NA
1994,HI,4,NA,31490,6,NA,NA,NA
1994,IA,6,6,31490,6,NA,NA,NA
1994,ID,6,11,31490,6,NA,NA,NA
1994,IL,4,22,31490,6,NA,NA,NA
1994,IN,9,9,31490,6,NA,NA,NA
1994,KS,4,7,31490,6,NA,NA,NA
1994,KY,9,3,31490,6,NA,NA,NA
1994,LA,2,3,31490,6,NA,NA,NA
1994,MA,9,17,31490,6,NA,NA,NA
1994,MD,4,10,31490,6,NA,NA,NA
1994,ME,6,12,31490,6,NA,NA,NA
1994,MI,24,12,31490,6,NA,NA,NA
1994,MN,2,13,31490,6,NA,NA,NA
1994,MO,11,12,31490,6,NA,NA,NA
1994,MS,5,NA,31490,6,NA,NA,NA
1994,MT,2,12,31490,6,NA,NA,NA
1994,NC,10,20,31490,6,NA,NA,NA
1994,NE,2,6,31490,6,NA,NA,NA
1994,NJ,8,5,31490,6,NA,NA,NA
1994,NM,7,10,31490,6,NA,NA,NA
1994,NV,7,3,31490,6,NA,NA,NA
1994,NY,27,27,31490,6,NA,NA,NA
1994,OH,28,20,31490,6,NA,NA,NA
1994,OK,1,6,31490,6,NA,NA,NA
1994,OR,12,48,31490,6,NA,NA,NA
1994,PA,13,15,31490,6,NA,NA,NA
1994,SC,1,NA,31490,6,NA,NA,NA
1994,SD,5,NA,31490,6,NA,NA,NA
1994,TN,8,9,31490,6,NA,NA,NA
1994,TX,14,27,31490,6,NA,NA,NA
1994,UT,4,8,31490,6,NA,NA,NA
1994,VA,6,9,31490,6,NA,NA,NA
1994,WA,24,28,31490,6,NA,NA,NA
1994,WI,5,29,31490,6,NA,NA,NA
1994,WV,2,3,31490,6,NA,NA,NA
1994,WY,4,NA,31490,6,NA,NA,NA
1995,AK,8,5,31552,7,NA,NA,NA
1995,AL,11,5,31552,7,NA,NA,NA
1995,AR,5,3,31552,7,NA,NA,NA
1995,AZ,44,11,31552,7,NA,NA,NA
1995,CA,202,167,31552,7,NA,NA,NA
1995,CO,24,74,31552,7,NA,NA,NA
1995,CT,17,NA,31552,7,NA,NA,NA
1995,DE,1,4,31552,7,NA,NA,NA
1995,FL,51,36,31552,7,NA,NA,NA
1995,GA,18,6,31552,7,NA,NA,NA
1995,HI,6,4,31552,7,NA,NA,NA
1995,IA,7,6,31552,7,NA,NA,NA
1995,ID,10,15,31552,7,NA,NA,NA
1995,IL,37,26,31552,7,NA,NA,NA
1995,IN,14,10,31552,7,NA,NA,NA
1995,KS,13,13,31552,7,NA,NA,NA
1995,KY,14,7,31552,7,NA,NA,NA
1995,LA,8,4,31552,7,NA,NA,NA
1995,MA,23,27,31552,7,NA,NA,NA
1995,MD,9,12,31552,7,NA,NA,NA
1995,ME,19,21,31552,7,NA,NA,NA
1995,MI,57,24,31552,7,NA,NA,NA
1995,MN,7,18,31552,7,NA,NA,NA
1995,MO,24,13,31552,7,NA,NA,NA
1995,MS,6,NA,31552,7,NA,NA,NA
1995,MT,15,13,31552,7,NA,NA,NA
1995,NC,18,25,31552,7,NA,NA,NA
1995,ND,8,3,31552,7,NA,NA,NA
1995,NE,5,8,31552,7,NA,NA,NA
1995,NH,6,14,31552,7,NA,NA,NA
1995,NJ,20,7,31552,7,NA,NA,NA
1995,NM,13,12,31552,7,NA,NA,NA
1995,NV,31,5,31552,7,NA,NA,NA
1995,NY,50,44,31552,7,NA,NA,NA
1995,OH,31,28,31552,7,NA,NA,NA
1995,OK,9,8,31552,7,NA,NA,NA
1995,OR,73,54,31552,7,NA,NA,NA
1995,PA,40,27,31552,7,NA,NA,NA
1995,RI,3,6,31552,7,NA,NA,NA
1995,SC,10,11,31552,7,NA,NA,NA
1995,SD,7,NA,31552,7,NA,NA,NA
1995,TN,27,13,31552,7,NA,NA,NA
1995,TX,46,48,31552,7,NA,NA,NA
1995,UT,14,13,31552,7,NA,NA,NA
1995,VA,26,12,31552,7,NA,NA,NA
1995,VT,2,12,31552,7,NA,NA,NA
1995,WA,248,48,31552,7,NA,NA,NA
1995,WI,22,35,31552,7,NA,NA,NA
1995,WV,4,NA,31552,7,NA,NA,NA
1995,WY,1,8,31552,7,NA,NA,NA
1996,AK,5,11,31672,9,NA,NA,NA
1996,AL,8,8,31672,9,NA,NA,NA
1996,AR,9,3,31672,9,NA,NA,NA
1996,AZ,23,17,31672,9,NA,NA,NA
1996,CA,129,218,31672,9,NA,NA,NA
1996,CO,18,92,31672,9,NA,NA,NA
1996,CT,12,12,31672,9,NA,NA,NA
1996,FL,48,62,31672,9,NA,NA,NA
1996,GA,9,18,31672,9,NA,NA,NA
1996,IA,4,9,31672,9,NA,NA,NA
1996,ID,12,24,31672,9,NA,NA,NA
1996,IL,18,35,31672,9,NA,NA,NA
1996,IN,9,21,31672,9,NA,NA,NA
1996,KS,7,14,31672,9,NA,NA,NA
1996,KY,5,11,31672,9,NA,NA,NA
1996,LA,8,8,31672,9,NA,NA,NA
1996,MA,10,42,31672,9,NA,NA,NA
1996,MD,19,22,31672,9,NA,NA,NA
1996,ME,7,27,31672,9,NA,NA,NA
1996,MI,28,36,31672,9,NA,NA,NA
1996,MN,14,26,31672,9,NA,NA,NA
1996,MO,23,14,31672,9,NA,NA,NA
1996,MS,1,NA,31672,9,NA,NA,NA
1996,MT,3,16,31672,9,NA,NA,NA
1996,NC,12,36,31672,9,NA,NA,NA
1996,ND,6,3,31672,9,NA,NA,NA
1996,NE,2,8,31672,9,NA,NA,NA
1996,NH,2,18,31672,9,NA,NA,NA
1996,NJ,22,20,31672,9,NA,NA,NA
1996,NM,9,20,31672,9,NA,NA,NA
1996,NV,18,10,31672,9,NA,NA,NA
1996,NY,28,70,31672,9,NA,NA,NA
1996,OH,28,40,31672,9,NA,NA,NA
1996,OK,10,9,31672,9,NA,NA,NA
1996,OR,29,73,31672,9,NA,NA,NA
1996,PA,37,42,31672,9,NA,NA,NA
1996,RI,4,5,31672,9,NA,NA,NA
1996,SC,6,19,31672,9,NA,NA,NA
1996,SD,2,5,31672,9,NA,NA,NA
1996,TN,13,15,31672,9,NA,NA,NA
1996,TX,46,63,31672,9,NA,NA,NA
1996,UT,8,15,31672,9,NA,NA,NA
1996,VA,14,17,31672,9,NA,NA,NA
1996,VT,1,20,31672,9,NA,NA,NA
1996,WA,114,79,31672,9,NA,NA,NA
1996,WI,15,50,31672,9,NA,NA,NA
1996,WV,8,4,31672,9,NA,NA,NA
1996,WY,3,10,31672,9,NA,NA,NA
1997,AK,5,16,32241,9,NA,NA,NA
1997,AK,5,16,31292,9,NA,NA,NA
1997,AL,9,8,32241,9,NA,NA,NA
1997,AL,9,8,31292,9,NA,NA,NA
1997,AR,11,4,32241,9,NA,NA,NA
1997,AR,11,4,31292,9,NA,NA,NA
1997,AZ,143,34,32241,9,NA,NA,NA
1997,AZ,143,34,31292,9,NA,NA,NA
1997,CA,147,259,32241,9,NA,NA,NA
1997,CA,147,259,31292,9,NA,NA,NA
1997,CO,21,112,32241,9,NA,NA,NA
1997,CO,21,112,31292,9,NA,NA,NA
1997,CT,12,22,32241,9,NA,NA,NA
1997,CT,12,22,31292,9,NA,NA,NA
1997,DE,1,6,32241,9,NA,NA,NA
1997,DE,1,6,31292,9,NA,NA,NA
1997,FL,47,86,32241,9,NA,NA,NA
1997,FL,47,86,31292,9,NA,NA,NA
1997,GA,15,24,32241,9,NA,NA,NA
1997,GA,15,24,31292,9,NA,NA,NA
1997,HI,6,8,32241,9,NA,NA,NA
1997,HI,6,8,31292,9,NA,NA,NA
1997,IA,4,12,32241,9,NA,NA,NA
1997,IA,4,12,31292,9,NA,NA,NA
1997,ID,5,28,32241,9,NA,NA,NA
1997,ID,5,28,31292,9,NA,NA,NA
1997,IL,55,39,32241,9,NA,NA,NA
1997,IL,55,39,31292,9,NA,NA,NA
1997,IN,19,26,32241,9,NA,NA,NA
1997,IN,19,26,31292,9,NA,NA,NA
1997,KS,7,17,32241,9,NA,NA,NA
1997,KS,7,17,31292,9,NA,NA,NA
1997,KY,12,14,32241,9,NA,NA,NA
1997,KY,12,14,31292,9,NA,NA,NA
1997,LA,8,11,32241,9,NA,NA,NA
1997,LA,8,11,31292,9,NA,NA,NA
1997,MA,18,44,32241,9,NA,NA,NA
1997,MA,18,44,31292,9,NA,NA,NA
1997,MD,12,27,32241,9,NA,NA,NA
1997,MD,12,27,31292,9,NA,NA,NA
1997,ME,10,28,32241,9,NA,NA,NA
1997,ME,10,28,31292,9,NA,NA,NA
1997,MI,45,60,32241,9,NA,NA,NA
1997,MI,45,60,31292,9,NA,NA,NA
1997,MN,27,37,32241,9,NA,NA,NA
1997,MN,27,37,31292,9,NA,NA,NA
1997,MO,58,22,32241,9,NA,NA,NA
1997,MO,58,22,31292,9,NA,NA,NA
1997,MS,6,NA,32241,9,NA,NA,NA
1997,MS,6,NA,31292,9,NA,NA,NA
1997,MT,12,20,32241,9,NA,NA,NA
1997,MT,12,20,31292,9,NA,NA,NA
1997,NC,25,40,32241,9,NA,NA,NA
1997,NC,25,40,31292,9,NA,NA,NA
1997,ND,2,4,32241,9,NA,NA,NA
1997,ND,2,4,31292,9,NA,NA,NA
1997,NE,8,9,32241,9,NA,NA,NA
1997,NE,8,9,31292,9,NA,NA,NA
1997,NH,8,19,32241,9,NA,NA,NA
1997,NH,8,19,31292,9,NA,NA,NA
1997,NJ,24,23,32241,9,NA,NA,NA
1997,NJ,24,23,31292,9,NA,NA,NA
1997,NM,21,26,32241,9,NA,NA,NA
1997,NM,21,26,31292,9,NA,NA,NA
1997,NV,29,18,32241,9,NA,NA,NA
1997,NV,29,18,31292,9,NA,NA,NA
1997,NY,52,84,32241,9,NA,NA,NA
1997,NY,52,84,31292,9,NA,NA,NA
1997,OH,28,55,32241,9,NA,NA,NA
1997,OH,28,55,31292,9,NA,NA,NA
1997,OK,6,9,32241,9,NA,NA,NA
1997,OK,6,9,31292,9,NA,NA,NA
1997,OR,34,86,32241,9,NA,NA,NA
1997,OR,34,86,31292,9,NA,NA,NA
1997,PA,40,56,32241,9,NA,NA,NA
1997,PA,40,56,31292,9,NA,NA,NA
1997,RI,5,6,32241,9,NA,NA,NA
1997,RI,5,6,31292,9,NA,NA,NA
1997,SC,11,21,32241,9,NA,NA,NA
1997,SC,11,21,31292,9,NA,NA,NA
1997,SD,5,5,32241,9,NA,NA,NA
1997,SD,5,5,31292,9,NA,NA,NA
1997,TN,13,21,32241,9,NA,NA,NA
1997,TN,13,21,31292,9,NA,NA,NA
1997,TX,77,71,32241,9,NA,NA,NA
1997,TX,77,71,31292,9,NA,NA,NA
1997,UT,22,17,32241,9,NA,NA,NA
1997,UT,22,17,31292,9,NA,NA,NA
1997,VA,22,23,32241,9,NA,NA,NA
1997,VA,22,23,31292,9,NA,NA,NA
1997,VT,3,24,32241,9,NA,NA,NA
1997,VT,3,24,31292,9,NA,NA,NA
1997,WA,85,109,32241,9,NA,NA,NA
1997,WA,85,109,31292,9,NA,NA,NA
1997,WI,19,57,32241,9,NA,NA,NA
1997,WI,19,57,31292,9,NA,NA,NA
1997,WV,8,4,32241,9,NA,NA,NA
1997,WV,8,4,31292,9,NA,NA,NA
1997,WY,2,14,32241,9,NA,NA,NA
1997,WY,2,14,31292,9,NA,NA,NA
1998,AK,14,14,30963,10,NA,NA,NA
1998,AL,17,9,30963,10,NA,NA,NA
1998,AR,15,5,30963,10,NA,NA,NA
1998,AZ,70,40,30963,10,NA,NA,NA
1998,CA,230,273,30963,10,NA,NA,NA
1998,CO,64,105,30963,10,NA,NA,NA
1998,CT,15,25,30963,10,NA,NA,NA
1998,DE,2,8,30963,10,NA,NA,NA
1998,FL,105,96,30963,10,NA,NA,NA
1998,GA,32,26,30963,10,NA,NA,NA
1998,HI,6,13,30963,10,NA,NA,NA
1998,IA,18,13,30963,10,NA,NA,NA
1998,ID,14,29,30963,10,NA,NA,NA
1998,IL,65,44,30963,10,NA,NA,NA
1998,IN,31,25,30963,10,NA,NA,NA
1998,KS,17,17,30963,10,NA,NA,NA
1998,KY,14,15,30963,10,NA,NA,NA
1998,LA,12,14,30963,10,NA,NA,NA
1998,MA,26,48,30963,10,NA,NA,NA
1998,MD,14,27,30963,10,NA,NA,NA
1998,ME,17,33,30963,10,NA,NA,NA
1998,MI,56,71,30963,10,NA,NA,NA
1998,MN,16,35,30963,10,NA,NA,NA
1998,MO,36,26,30963,10,NA,NA,NA
1998,MS,8,NA,30963,10,NA,NA,NA
1998,MT,21,24,30963,10,NA,NA,NA
1998,NC,38,50,30963,10,NA,NA,NA
1998,ND,5,6,30963,10,NA,NA,NA
1998,NE,10,8,30963,10,NA,NA,NA
1998,NH,11,19,30963,10,NA,NA,NA
1998,NJ,27,27,30963,10,NA,NA,NA
1998,NM,26,27,30963,10,NA,NA,NA
1998,NV,30,20,30963,10,NA,NA,NA
1998,NY,70,88,30963,10,NA,NA,NA
1998,OH,70,68,30963,10,NA,NA,NA
1998,OK,15,10,30963,10,NA,NA,NA
1998,OR,59,88,30963,10,NA,NA,NA
1998,PA,48,63,30963,10,NA,NA,NA
1998,RI,8,5,30963,10,NA,NA,NA
1998,SC,24,23,30963,10,NA,NA,NA
1998,SD,7,5,30963,10,NA,NA,NA
1998,TN,30,25,30963,10,NA,NA,NA
1998,TX,95,65,30963,10,NA,NA,NA
1998,UT,21,17,30963,10,NA,NA,NA
1998,VA,29,27,30963,10,NA,NA,NA
1998,VT,3,27,30963,10,NA,NA,NA
1998,WA,146,115,30963,10,NA,NA,NA
1998,WI,37,65,30963,10,NA,NA,NA
1998,WV,9,5,30963,10,NA,NA,NA
1998,WY,9,15,30963,10,NA,NA,NA
1999,AK,18,19,32370,11,NA,NA,NA
1999,AL,29,9,32370,11,NA,NA,NA
1999,AR,37,4,32370,11,NA,NA,NA
1999,AZ,96,48,32370,11,NA,NA,NA
1999,CA,404,289,32370,11,NA,NA,NA
1999,CO,72,102,32370,11,NA,NA,NA
1999,CT,14,26,32370,11,NA,NA,NA
1999,DE,11,9,32370,11,NA,NA,NA
1999,FL,107,97,32370,11,NA,NA,NA
1999,GA,65,30,32370,11,NA,NA,NA
1999,HI,11,16,32370,11,NA,NA,NA
1999,IA,25,14,32370,11,NA,NA,NA
1999,ID,23,25,32370,11,NA,NA,NA
1999,IL,111,47,32370,11,NA,NA,NA
1999,IN,53,24,32370,11,NA,NA,NA
1999,KS,29,15,32370,11,NA,NA,NA
1999,KY,31,12,32370,11,NA,NA,NA
1999,LA,24,11,32370,11,NA,NA,NA
1999,MA,31,50,32370,11,NA,NA,NA
1999,MD,30,30,32370,11,NA,NA,NA
1999,ME,16,37,32370,11,NA,NA,NA
1999,MI,91,79,32370,11,NA,NA,NA
1999,MN,36,36,32370,11,NA,NA,NA
1999,MO,79,30,32370,11,NA,NA,NA
1999,MS,19,3,32370,11,NA,NA,NA
1999,MT,23,24,32370,11,NA,NA,NA
1999,NC,53,52,32370,11,NA,NA,NA
1999,ND,6,3,32370,11,NA,NA,NA
1999,NE,9,9,32370,11,NA,NA,NA
1999,NH,15,19,32370,11,NA,NA,NA
1999,NJ,41,28,32370,11,NA,NA,NA
1999,NM,35,26,32370,11,NA,NA,NA
1999,NV,52,24,32370,11,NA,NA,NA
1999,NY,109,81,32370,11,NA,NA,NA
1999,OH,128,77,32370,11,NA,NA,NA
1999,OK,25,10,32370,11,NA,NA,NA
1999,OR,106,88,32370,11,NA,NA,NA
1999,PA,72,74,32370,11,NA,NA,NA
1999,RI,5,6,32370,11,NA,NA,NA
1999,SC,12,22,32370,11,NA,NA,NA
1999,SD,3,7,32370,11,NA,NA,NA
1999,TN,57,23,32370,11,NA,NA,NA
1999,TX,147,66,32370,11,NA,NA,NA
1999,UT,32,20,32370,11,NA,NA,NA
1999,VA,37,29,32370,11,NA,NA,NA
1999,VT,5,24,32370,11,NA,NA,NA
1999,WA,236,118,32370,11,NA,NA,NA
1999,WI,78,77,32370,11,NA,NA,NA
1999,WV,28,5,32370,11,NA,NA,NA
1999,WY,14,13,32370,11,NA,NA,NA
2e3,AK,13,17,33990,14,0.53,0.56,0.42
2e3,AL,21,7,33990,14,0.53,0.56,0.42
2e3,AR,41,5,33990,14,0.53,0.56,0.42
2e3,AZ,215,45,33990,14,0.53,0.56,0.42
2e3,CA,437,281,33990,14,0.53,0.56,0.42
2e3,CO,48,102,33990,14,0.53,0.56,0.42
2e3,CT,23,27,33990,14,0.53,0.56,0.42
2e3,DE,6,8,33990,14,0.53,0.56,0.42
2e3,FL,117,92,33990,14,0.53,0.56,0.42
2e3,GA,39,29,33990,14,0.53,0.56,0.42
2e3,HI,13,15,33990,14,0.53,0.56,0.42
2e3,IA,29,13,33990,14,0.53,0.56,0.42
2e3,ID,19,24,33990,14,0.53,0.56,0.42
2e3,IL,92,45,33990,14,0.53,0.56,0.42
2e3,IN,39,26,33990,14,0.53,0.56,0.42
2e3,KS,26,10,33990,14,0.53,0.56,0.42
2e3,KY,26,15,33990,14,0.53,0.56,0.42
2e3,LA,21,12,33990,14,0.53,0.56,0.42
2e3,MA,41,45,33990,14,0.53,0.56,0.42
2e3,MD,27,25,33990,14,0.53,0.56,0.42
2e3,ME,21,42,33990,14,0.53,0.56,0.42
2e3,MI,72,77,33990,14,0.53,0.56,0.42
2e3,MN,41,41,33990,14,0.53,0.56,0.42
2e3,MO,56,32,33990,14,0.53,0.56,0.42
2e3,MS,15,4,33990,14,0.53,0.56,0.42
2e3,MT,15,25,33990,14,0.53,0.56,0.42
2e3,NC,30,51,33990,14,0.53,0.56,0.42
2e3,ND,5,3,33990,14,0.53,0.56,0.42
2e3,NE,12,9,33990,14,0.53,0.56,0.42
2e3,NH,14,19,33990,14,0.53,0.56,0.42
2e3,NJ,51,24,33990,14,0.53,0.56,0.42
2e3,NM,34,26,33990,14,0.53,0.56,0.42
2e3,NV,40,22,33990,14,0.53,0.56,0.42
2e3,NY,122,78,33990,14,0.53,0.56,0.42
2e3,OH,78,87,33990,14,0.53,0.56,0.42
2e3,OK,35,9,33990,14,0.53,0.56,0.42
2e3,OR,98,82,33990,14,0.53,0.56,0.42
2e3,PA,71,73,33990,14,0.53,0.56,0.42
2e3,RI,9,8,33990,14,0.53,0.56,0.42
2e3,SC,15,19,33990,14,0.53,0.56,0.42
2e3,SD,7,7,33990,14,0.53,0.56,0.42
2e3,TN,40,23,33990,14,0.53,0.56,0.42
2e3,TX,147,59,33990,14,0.53,0.56,0.42
2e3,UT,34,20,33990,14,0.53,0.56,0.42
2e3,VA,25,31,33990,14,0.53,0.56,0.42
2e3,VT,7,23,33990,14,0.53,0.56,0.42
2e3,WA,201,113,33990,14,0.53,0.56,0.42
2e3,WI,50,91,33990,14,0.53,0.56,0.42
2e3,WV,12,6,33990,14,0.53,0.56,0.42
2e3,WY,7,13,33990,14,0.53,0.56,0.42
2001,AK,17,17,34903,6,0.55,0.59,0.46
2001,AL,14,4,34903,6,0.55,0.59,0.46
2001,AR,33,5,34903,6,0.55,0.59,0.46
2001,AZ,113,45,34903,6,0.55,0.59,0.46
2001,CA,375,266,34903,6,0.55,0.59,0.46
2001,CO,100,102,34903,6,0.55,0.59,0.46
2001,CT,36,22,34903,6,0.55,0.59,0.46
2001,DE,4,8,34903,6,0.55,0.59,0.46
2001,FL,143,84,34903,6,0.55,0.59,0.46
2001,GA,46,30,34903,6,0.55,0.59,0.46
2001,HI,13,14,34903,6,0.55,0.59,0.46
2001,IA,30,16,34903,6,0.55,0.59,0.46
2001,ID,27,20,34903,6,0.55,0.59,0.46
2001,IL,138,41,34903,6,0.55,0.59,0.46
2001,IN,39,23,34903,6,0.55,0.59,0.46
2001,KS,32,8,34903,6,0.55,0.59,0.46
2001,KY,35,10,34903,6,0.55,0.59,0.46
2001,LA,15,9,34903,6,0.55,0.59,0.46
2001,MA,42,46,34903,6,0.55,0.59,0.46
2001,MD,37,26,34903,6,0.55,0.59,0.46
2001,ME,21,39,34903,6,0.55,0.59,0.46
2001,MI,79,71,34903,6,0.55,0.59,0.46
2001,MN,52,37,34903,6,0.55,0.59,0.46
2001,MO,70,26,34903,6,0.55,0.59,0.46
2001,MS,23,4,34903,6,0.55,0.59,0.46
2001,MT,17,26,34903,6,0.55,0.59,0.46
2001,NC,62,38,34903,6,0.55,0.59,0.46
2001,ND,6,3,34903,6,0.55,0.59,0.46
2001,NE,17,11,34903,6,0.55,0.59,0.46
2001,NH,19,17,34903,6,0.55,0.59,0.46
